_key,alternativeNames,createdAt,gadm,geojson.geometry.type,geojson.geometry.coordinates,geojson.type,geojson.properties,issues,name,social.rating,social.totalComments,touristic,type,updatedAt
"1541",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.801388,21.0025],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Chancenote II",,0,false,"CENOTE","2021-05-16T23:59:17.680Z"
"1542",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.833333,21.0775],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Chinkeh (Noria)",,0,false,"WATER_WELL","2021-05-16T23:59:17.680Z"
"1543",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.938611,21.240555],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Cho jón (Pozo)",,0,false,"WATER_WELL","2021-05-16T23:59:17.680Z"
"1544",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.916666,21.222222],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Chun kopó",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1545",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.864444,21.033611],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Chunup chén",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1546",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.905,21.0125],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Dzadz Lorenzo",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1547",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.917777,21.328333],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Dzonot palma",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1548",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.903888,21.046388],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Dzadz Pato",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1549",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.825,21.037777],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Dzan tun",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"155",[],"2017-11-21T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-88.141715,21.344873],"Feature",{},[],"Paraiso Escondido",,0,true,"CENOTE","2021-05-16T23:59:17.680Z"
"1550",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.936663,21.237322],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Dzonot Aké",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1551",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.959166,21.063611],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Dzonot box",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1552",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.909722,21.328333],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Dzonot box",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1553",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.913888,21.329444],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Dzonot box II",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1554",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.947222,21.043611],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Dzonot mezo",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1555",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.849166,21.343055],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Dzonot pinto",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1556",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.845277,21.328055],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Dzonot pinto II",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1557",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.938333,21.063333],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Dzonot pix",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1558",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.909444,21.251111],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Dzonot tigre",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1559",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.910833,21.254722],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Dzonot tigre II",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"156",[],"2017-11-21T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.877425,21.402331],"Feature",{},[],"Dzonot Carretero",,0,false,"CENOTE","2021-05-16T23:59:17.680Z"
"1560",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.565,21.035],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Guarumbo",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1561",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.865555,21.025],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Huech",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1562",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.830555,21.0525],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Ixim há",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1563",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.853055,21.037222],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Gruta Juan G.",,0,false,"DRY_CAVE","2021-05-16T23:59:17.680Z"
"1564",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.908611,21.283888],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Kalax viejo",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1565",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.7475,21.012777],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Kenedy",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1566",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.8675,21.086666],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Kopo",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1567",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.996111,21.1225],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Kum ché",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1568",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.903333,21.24],"Feature",{},["GEOTAG_NOT_VERIFIED"],"La sosaya",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1569",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.930833,21.034166],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Lorenzo",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"157",[],"2017-11-20T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.872604,21.361045],"Feature",{},[],"Kankab dzonot",,0,false,"CENOTE","2021-05-16T23:59:17.680Z"
"1570",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.859166,21.383055],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Los chileros",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1571",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.85_1","Point",[-87.651111,20.933888],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Los reyes",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1572",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.830555,21.040555],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Nah pot",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1573",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.837222,21.041388],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Nak mahas",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1574",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.832222,21.099166],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Noc ac",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1575",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.826666,21.043055],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Noh dzonot",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1576",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.801388,21.010277],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Noria",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1577",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.881388,21.023333],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Pac chen",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1578",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.868055,21.085833],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Pacchen",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1579",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.878055,21.0225],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Parcela Gualberto",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"158",[],"2017-11-21T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.842126,21.406413],"Feature",{},[],"Dos Bocas",,0,false,"CENOTE","2021-05-16T23:59:17.680Z"
"1580",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.558611,21.006666],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Popolnah",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1581",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.934444,21.136388],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Ramonal",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1582",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.952777,21.309444],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Relicario",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1583",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-88.045555,21.163888],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Saak al",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1584",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-88.051294,21.161386],"Feature",{},["GEOTAG_NOT_VERIFIED"],"sahcaba",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1585",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.85,21.080277],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Sahcabchen",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1586",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.563888,21.034166],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Saj Kamchen",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1587",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.697222,20.983333],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Andres",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1588",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.50_1","Point",[-89.634472,20.958833],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Cayetano",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1589",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.859444,21.163333],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Clemente",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"159",[],"2015-09-19T06:00:00.000Z","Gadm/MEX.31.97_1","Point",[-88.7449,20.9329],"Feature",{},[],"Dzekeel dzonot",,0,false,"CENOTE","2021-05-16T23:59:17.680Z"
"1590",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.926666,21.251944],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Cristobal",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1591",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.854722,21.166388],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Damian",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1592",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.583333,21.2875],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Isidro",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1593",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.933611,21.010833],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Isidro II",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1594",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.865,21.166944],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Isidro",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1595",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.688055,21.241666],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Isidro I",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1596",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.915833,21.328333],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San José",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1597",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.5675,21.035833],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Juan",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1598",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.566944,21.036666],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Juan II",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1599",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.933888,21.136666],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Juan",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"16",[],"2015-09-16T06:00:00.000Z","Gadm/MEX.31.36_1","Point",[-89.311991,20.734194],"Feature",{},[],"Way Simin",,0,true,"CENOTE","2021-05-16T23:59:17.680Z"
"160",[],"2015-09-19T06:00:00.000Z","Gadm/MEX.31.97_1","Point",[-88.7414,20.9373],"Feature",{},[],"Lu",,0,false,"CENOTE","2021-05-16T23:59:17.680Z"
"1600",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.889722,21.311666],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Luis",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1601",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.889722,21.311666],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Luis II",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1602",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.852777,21.085833],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Luis Tzuktuc",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1603",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.89,21.0175],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Manuel",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1604",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.879166,21.165833],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San Miguel",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1605",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.868888,21.164444],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San pedro",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1606",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.796944,21.010277],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Santa Cruz",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1607",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.844166,21.083333],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Santa Cruz",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1608",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.881111,21.011944],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Santa Cruz",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1609",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.936944,21.139166],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Takbi ha",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"161",[],"2017-11-29T06:00:00.000Z","Gadm/MEX.31.69_1","Point",[-89.123036,20.637011],"Feature",{},[],"Noria Tixcacal Quintero",,0,false,"CENOTE","2021-05-16T23:59:17.680Z"
"1610",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.835277,21.088333],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Tamay",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1611",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.850833,21.038888],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Tixcancal",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1612",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.746111,21.021111],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Trascorral II",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1613",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.692777,21.000555],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Tres Reyes",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1614",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.856944,21.163055],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Tzekel",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1615",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.617777,21.045277],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Vista alegre",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1616",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-88.193333,21.166666],"Feature",{},["GEOTAG_NOT_VERIFIED"],"X-bohom",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1617",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-88.269722,21.2075],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Xkabil",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1618",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.703333,20.993055],"Feature",{},["GEOTAG_NOT_VERIFIED"],"X",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1619",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.883611,21.016388],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Yaax ha",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"162",[],"2017-11-26T00:00:00.000Z","Gadm/MEX.31.69_1","Point",[-89.0136111111,20.6784722222],"Feature",{},[],"X",,0,false,"CENOTE","2021-05-16T23:59:17.680Z"
"1620",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.938888,21.254444],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Yaxkaba",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1621",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.868611,21.165555],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Yodazdz",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1622",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.932222,21.001111],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Yo haktun",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1623",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-88.217777,21.244166],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Yokdzonot",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1624",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.900833,21.016666],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Yokdzonot",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1625",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.981388,21.102222],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Yokdzonot",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1626",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.96_1","Point",[-87.826944,21.045833],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Yok kat",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1627",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.97_1","Point",[-88.690944,20.980333],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Chen-boox",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1628",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.12_1","Point",[-88.55675,20.958138],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Mumun-dzonot",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1629",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.97_1","Point",[-88.736666,20.937805],"Feature",{},["GEOTAG_NOT_VERIFIED"],"X-azul",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"163",[],"2017-11-29T06:00:00.000Z","Gadm/MEX.31.48_1","Point",[-90.159208,20.544803],"Feature",{},[],"Soj Biich",,0,false,"CENOTE","2021-05-16T23:59:17.680Z"
"1630",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.97_1","Point",[-88.775,20.958055],"Feature",{},["GEOTAG_NOT_VERIFIED"],"X-chahua # 1 (Noria)",,0,false,"WATER_WELL","2021-05-16T23:59:17.680Z"
"1631",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.95_1","Point",[-89.443611,20.97],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Miraflores (Gruta)",,0,false,"DRY_CAVE","2021-05-16T23:59:17.680Z"
"1632",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.95_1","Point",[-89.450277,20.955555],"Feature",{},["GEOTAG_NOT_VERIFIED"],"San José",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1633",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.99_1","Point",[-88.353888,20.693055],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Kom",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1634",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.99_1","Point",[-88.341388,20.755277],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Sahcaba Norte",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1635",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.23_1","Point",[-88.32,20.691111],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Santa María",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1636",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.99_1","Point",[-88.376666,20.710555],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Xnab",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1637",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.1_1","Point",[-89.777055,20.677527],"Feature",{},["GEOTAG_NOT_VERIFIED"],"X-Batun",,59,true,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1638",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.102_1","Point",[-88.153055,20.602222],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Acancun (Pozo)",,0,false,"WATER_WELL","2021-05-16T23:59:17.680Z"
"1639",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.85_1","Point",[-87.978055,20.866388],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Akanha",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"164",[],"2017-11-29T06:00:00.000Z","Gadm/MEX.31.69_1","Point",[-89.1111111111,20.6302777778],"Feature",{},[],"Ixim Ha",,0,false,"CENOTE","2021-05-16T23:59:17.680Z"
"1640",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.102_1","Point",[-88.073333,20.491666],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Aktún (Gruta)",,0,false,"DRY_CAVE","2021-05-16T23:59:17.680Z"
"1641",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.102_1","Point",[-88.264166,20.664722],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Aktun chen",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1642",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.16_1","Point",[-87.703333,20.760833],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Aktun ka",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1643",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.102_1","Point",[-88.173055,20.670277],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Catzin",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
"1644",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.23.4_1","Point",[-88.059166,20.389444],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Chamul (Pozo)",,0,false,"WATER_WELL","2021-05-16T23:59:17.680Z"
"1645",[],"2019-06-27T06:00:00.000Z","Gadm/MEX.31.102_1","Point",[-88.0725,20.489444],"Feature",{},["GEOTAG_NOT_VERIFIED"],"Chan dzonot",,0,false,"NO_TYPE","2021-05-16T23:59:17.680Z"
